"Kinematic viscosity, m<SUP>2</SUP>/s","Pressure, kPa","Temperature, K","Viscosity, Pa&#8226;s",salt_name
,101.325,288.15,1.72,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,293.15,0.973,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,298.15,0.59,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,303.15,0.38,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,308.15,0.255,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,313.15,0.179,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,318.15,0.131,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,323.15,0.099,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,328.15,0.077,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,333.15,0.062,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,338.15,0.05,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,,283.15,0.8,1-butyl-3-methylimidazolium hexafluorophosphate
,,288.15,0.553,1-butyl-3-methylimidazolium hexafluorophosphate
,,293.15,0.39,1-butyl-3-methylimidazolium hexafluorophosphate
,,298.15,0.282,1-butyl-3-methylimidazolium hexafluorophosphate
,,303.15,0.209,1-butyl-3-methylimidazolium hexafluorophosphate
,,308.15,0.159,1-butyl-3-methylimidazolium hexafluorophosphate
,,313.15,0.1234,1-butyl-3-methylimidazolium hexafluorophosphate
,,318.15,0.0978,1-butyl-3-methylimidazolium hexafluorophosphate
,,323.15,0.0788,1-butyl-3-methylimidazolium hexafluorophosphate
,,328.15,0.06134,1-butyl-3-methylimidazolium hexafluorophosphate
,,333.15,0.05038,1-butyl-3-methylimidazolium hexafluorophosphate
,,343.15,0.03525,1-butyl-3-methylimidazolium hexafluorophosphate
,,353.15,0.02576,1-butyl-3-methylimidazolium hexafluorophosphate
,101.325,283.15,0.389,1-ethyl-3-methylimidazolium acetate
,101.325,288.15,0.258,1-ethyl-3-methylimidazolium acetate
,101.325,293.15,0.1791,1-ethyl-3-methylimidazolium acetate
,101.325,298.15,0.1285,1-ethyl-3-methylimidazolium acetate
,101.325,303.15,0.0952,1-ethyl-3-methylimidazolium acetate
,101.325,308.15,0.0724,1-ethyl-3-methylimidazolium acetate
,101.325,313.15,0.0564,1-ethyl-3-methylimidazolium acetate
,101.325,318.15,0.0448,1-ethyl-3-methylimidazolium acetate
,101.325,323.15,0.0362,1-ethyl-3-methylimidazolium acetate
,101.325,328.15,0.0298,1-ethyl-3-methylimidazolium acetate
,101.325,333.15,0.0248,1-ethyl-3-methylimidazolium acetate
,101.325,338.15,0.02095,1-ethyl-3-methylimidazolium acetate
,101.325,343.15,0.01788,1-ethyl-3-methylimidazolium acetate
,101.325,283.15,1.927,1-butyl-3-methylimidazolium acetate
,101.325,288.15,1.165,1-butyl-3-methylimidazolium acetate
,101.325,293.15,0.737,1-butyl-3-methylimidazolium acetate
,101.325,298.15,0.485,1-butyl-3-methylimidazolium acetate
,101.325,303.15,0.331,1-butyl-3-methylimidazolium acetate
,101.325,308.15,0.233,1-butyl-3-methylimidazolium acetate
,101.325,313.15,0.1687,1-butyl-3-methylimidazolium acetate
,101.325,318.15,0.1252,1-butyl-3-methylimidazolium acetate
,101.325,323.15,0.095,1-butyl-3-methylimidazolium acetate
,101.325,328.15,0.0736,1-butyl-3-methylimidazolium acetate
,101.325,333.15,0.0581,1-butyl-3-methylimidazolium acetate
,101.325,338.15,0.0466,1-butyl-3-methylimidazolium acetate
,101.325,343.15,0.0379,1-butyl-3-methylimidazolium acetate
,101.325,298.15,0.02784,1-butyl-3-methylimidazolium tricyanomethane
,101.325,303.15,0.0228,1-butyl-3-methylimidazolium tricyanomethane
,101.325,308.15,0.01897,1-butyl-3-methylimidazolium tricyanomethane
,101.325,313.15,0.01601,1-butyl-3-methylimidazolium tricyanomethane
,101.325,318.15,0.01367,1-butyl-3-methylimidazolium tricyanomethane
,101.325,323.15,0.01181,1-butyl-3-methylimidazolium tricyanomethane
,101.325,328.15,0.0103,1-butyl-3-methylimidazolium tricyanomethane
,101.325,333.15,0.00906,1-butyl-3-methylimidazolium tricyanomethane
,101.325,338.15,0.00803,1-butyl-3-methylimidazolium tricyanomethane
,101.325,343.15,0.007168,1-butyl-3-methylimidazolium tricyanomethane
,101.325,348.15,0.006443,1-butyl-3-methylimidazolium tricyanomethane
,101.325,353.15,0.00583,1-butyl-3-methylimidazolium tricyanomethane
,101.325,358.15,0.005305,1-butyl-3-methylimidazolium tricyanomethane
,101.325,363.15,0.004852,1-butyl-3-methylimidazolium tricyanomethane
4.99e-05,101.325,298.15,,1-butyl-3-methylimidazolium thiocyanate
4.13e-05,101.325,303.15,,1-butyl-3-methylimidazolium thiocyanate
3.35e-05,101.325,308.15,,1-butyl-3-methylimidazolium thiocyanate
2.75e-05,101.325,313.15,,1-butyl-3-methylimidazolium thiocyanate
2.291e-05,101.325,318.15,,1-butyl-3-methylimidazolium thiocyanate
1.982e-05,101.325,323.15,,1-butyl-3-methylimidazolium thiocyanate
1.685e-05,101.325,328.15,,1-butyl-3-methylimidazolium thiocyanate
1.462e-05,101.325,333.15,,1-butyl-3-methylimidazolium thiocyanate
1.287e-05,101.325,338.15,,1-butyl-3-methylimidazolium thiocyanate
1.142e-05,101.325,343.15,,1-butyl-3-methylimidazolium thiocyanate
1.014e-05,101.325,348.15,,1-butyl-3-methylimidazolium thiocyanate
9.02e-06,101.325,353.15,,1-butyl-3-methylimidazolium thiocyanate
8.08e-06,101.325,358.15,,1-butyl-3-methylimidazolium thiocyanate
7.34e-06,101.325,363.15,,1-butyl-3-methylimidazolium thiocyanate
0.000329,101.325,298.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
0.000248,101.325,303.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
0.0001837,101.325,308.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
0.0001379,101.325,313.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
0.0001038,101.325,318.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
8.39e-05,101.325,323.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
6.51e-05,101.325,328.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
5.24e-05,101.325,333.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
4.3e-05,101.325,338.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
3.74e-05,101.325,343.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
3.13e-05,101.325,348.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
2.62e-05,101.325,353.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
2.224e-05,101.325,358.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
1.903e-05,101.325,363.15,,1-hexyl-3-methylimidazolium hexafluorophosphate
8.31e-05,101.325,298.15,,1-butyl-3-methylimidazolium tetrafluoroborate
6.84e-05,101.325,303.15,,1-butyl-3-methylimidazolium tetrafluoroborate
5.37e-05,101.325,308.15,,1-butyl-3-methylimidazolium tetrafluoroborate
4.21e-05,101.325,313.15,,1-butyl-3-methylimidazolium tetrafluoroborate
3.41e-05,101.325,318.15,,1-butyl-3-methylimidazolium tetrafluoroborate
2.93e-05,101.325,323.15,,1-butyl-3-methylimidazolium tetrafluoroborate
2.415e-05,101.325,328.15,,1-butyl-3-methylimidazolium tetrafluoroborate
2.036e-05,101.325,333.15,,1-butyl-3-methylimidazolium tetrafluoroborate
1.757e-05,101.325,338.15,,1-butyl-3-methylimidazolium tetrafluoroborate
1.529e-05,101.325,343.15,,1-butyl-3-methylimidazolium tetrafluoroborate
1.33e-05,101.325,348.15,,1-butyl-3-methylimidazolium tetrafluoroborate
1.165e-05,101.325,353.15,,1-butyl-3-methylimidazolium tetrafluoroborate
1.036e-05,101.325,358.15,,1-butyl-3-methylimidazolium tetrafluoroborate
9.25e-06,101.325,363.15,,1-butyl-3-methylimidazolium tetrafluoroborate
0.0001057,101.325,298.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
8.28e-05,101.325,303.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
6.47e-05,101.325,308.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
5.28e-05,101.325,313.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
4.26e-05,101.325,318.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
3.52e-05,101.325,323.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
2.92e-05,101.325,328.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
2.49e-05,101.325,333.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
2.13e-05,101.325,338.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
1.88e-05,101.325,343.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
1.63e-05,101.325,348.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
1.418e-05,101.325,353.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
1.254e-05,101.325,358.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
1.118e-05,101.325,363.15,,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,258.15,0.0754,1-ethyl-3-methylimidazolium dicyanamide
,101.325,263.15,0.0568,1-ethyl-3-methylimidazolium dicyanamide
,101.325,268.15,0.0442,1-ethyl-3-methylimidazolium dicyanamide
,101.325,273.15,0.03522,1-ethyl-3-methylimidazolium dicyanamide
,101.325,278.15,0.02859,1-ethyl-3-methylimidazolium dicyanamide
,101.325,288.15,0.01981,1-ethyl-3-methylimidazolium dicyanamide
,101.325,293.15,0.01685,1-ethyl-3-methylimidazolium dicyanamide
,101.325,298.15,0.0145,1-ethyl-3-methylimidazolium dicyanamide
,101.325,303.15,0.01262,1-ethyl-3-methylimidazolium dicyanamide
,101.325,313.15,0.0098,1-ethyl-3-methylimidazolium dicyanamide
,101.325,323.15,0.00783,1-ethyl-3-methylimidazolium dicyanamide
,101.325,333.15,0.00643,1-ethyl-3-methylimidazolium dicyanamide
,101.325,343.15,0.00536,1-ethyl-3-methylimidazolium dicyanamide
,101.325,353.15,0.00455,1-ethyl-3-methylimidazolium dicyanamide
,101.325,298.15,0.2116,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,303.15,0.1608,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,308.15,0.1242,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,313.15,0.0968,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,318.15,0.0778,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,323.15,0.0628,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,328.15,0.0514,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,333.15,0.04277,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,338.15,0.03563,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,343.15,0.03011,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,348.15,0.02569,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,353.15,0.02249,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,358.15,0.01915,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101.325,363.15,0.01672,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
,101,278.15,0.211,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,288.15,0.1167,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,298.15,0.0705,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,308.15,0.0455,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,318.15,0.031,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,328.15,0.02214,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,338.15,0.0164,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,348.15,0.01259,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,358.15,0.00996,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,368.15,0.00807,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,378.15,0.00667,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,388.15,0.00562,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,398.15,0.00482,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,408.15,0.00419,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,278.15,0.7,1-ethyl-3-methylimidazolium acetate
,101,288.15,0.29,1-ethyl-3-methylimidazolium acetate
,101,298.15,0.141,1-ethyl-3-methylimidazolium acetate
,101,308.15,0.0783,1-ethyl-3-methylimidazolium acetate
,101,318.15,0.0477,1-ethyl-3-methylimidazolium acetate
,101,328.15,0.0313,1-ethyl-3-methylimidazolium acetate
,101,338.15,0.0218,1-ethyl-3-methylimidazolium acetate
,101,348.15,0.016,1-ethyl-3-methylimidazolium acetate
,101,358.15,0.01219,1-ethyl-3-methylimidazolium acetate
,101,368.15,0.00956,1-ethyl-3-methylimidazolium acetate
,101,378.15,0.00771,1-ethyl-3-methylimidazolium acetate
,101,388.15,0.00636,1-ethyl-3-methylimidazolium acetate
,101,398.15,0.00536,1-ethyl-3-methylimidazolium acetate
,101,408.15,0.00459,1-ethyl-3-methylimidazolium acetate
,101,293.15,0.102,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,303.15,0.067,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,312.15,0.047,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,312.17,0.047,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,321.22,0.036,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,330.29,0.028,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,339.37,0.022,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,348.44,0.017,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,357.52,0.014,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,367.49,0.011,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,377.46,0.01,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,386.53,0.008,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,394.73,0.007,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101,403.15,0.006,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.777,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,303.15,0.517,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,308.15,0.359,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,313.15,0.2552,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,318.15,0.1879,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,323.15,0.1389,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,328.15,0.106,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,333.15,0.0821,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,338.15,0.0644,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,343.15,0.0533,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,348.15,0.0435,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,353.15,0.0358,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,358.15,0.03,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,363.15,0.0253,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
,101.325,298.15,0.03275,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,303.15,0.02731,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,308.15,0.0231,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,313.15,0.01969,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,318.15,0.01695,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,323.15,0.01466,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,328.15,0.01285,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,333.15,0.01134,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,338.15,0.0101,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,343.15,0.00907,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,348.15,0.00819,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,353.15,0.00743,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,358.15,0.00676,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,101.325,363.15,0.00619,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,100,288.15,41.3,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,293.15,24.1,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,298.15,14.1,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,303.15,8.5,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,308.15,5.316,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,313.15,3.371,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,318.15,2.199,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,323.15,1.357,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,328.15,0.871,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,333.15,0.612,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,338.15,0.459,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,343.15,0.352,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,348.15,0.274,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,353.15,0.214,tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate
,100,288.15,33,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,293.15,17.6,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,298.15,10.1,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,303.15,6.482,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,308.15,3.796,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,313.15,2.442,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,318.15,1.624,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,323.15,1.11,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,328.15,0.78,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,333.15,0.558,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,338.15,0.409,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,343.15,0.305,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,348.15,0.231,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,353.15,0.178,tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate
,100,288.15,22.9,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,293.15,12.4,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,298.15,7.313,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,303.15,4.494,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,308.15,2.86,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,313.15,1.889,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,318.15,1.277,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,323.15,0.887,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,328.15,0.63,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,333.15,0.458,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,338.15,0.339,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,343.15,0.256,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,348.15,0.196,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,353.15,0.152,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate
,100,273.15,0.322,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,278.15,0.231,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,283.15,0.1701,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,288.15,0.1284,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,293.15,0.0989,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,293.15,0.099,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,298.15,0.0778,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,303.15,0.0623,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,313.15,0.0417,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,323.15,0.0294,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,333.15,0.02164,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,343.15,0.01646,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,353.15,0.01291,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,100,363.15,0.01035,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
,101.325,278.15,3.38,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,283.15,2.22,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,288.15,1.5,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,293.15,1.04,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,298.15,0.735,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,303.15,0.533,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,308.15,0.396,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,313.15,0.298,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,318.15,0.23,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,323.15,0.18,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,328.15,0.144,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,333.15,0.117,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,338.15,0.096,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,343.15,0.08,trihexyl(tetradecyl)phosphonium 4-nitroimidazolide
,101.325,278.15,3.56,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,283.15,2.29,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,288.15,1.5,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,293.15,1.02,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,298.15,0.71,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,303.15,0.51,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,308.15,0.375,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,313.15,0.28,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,318.15,0.214,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,323.15,0.167,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,328.15,0.133,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,333.15,0.108,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,338.15,0.088,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,343.15,0.074,trihexyl(tetradecyl)phosphonium 4-nitropyrazolide
,101.325,278.15,14.6,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,283.15,6.91,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,288.15,3.49,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,293.15,1.91,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide"
,101.325,298.15,1.11,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide"
